Id;threads;Q;gpus;nb;m;n;k;time;gflops
0;1;64;0;4096;8192;8192;8192;1.621595e+01;6.780019e+01
1;1;64;0;4096;8192;8192;8192;1.615303e+01;6.806429e+01
2;1;64;0;4096;8192;8192;8192;1.613455e+01;6.814223e+01
3;1;64;0;4096;8192;8192;8192;1.613268e+01;6.815013e+01
0;1;64;0;8192;8192;8192;8192;3.320021e+01;3.311558e+01
1;1;64;0;8192;8192;8192;8192;3.311387e+01;3.320194e+01
2;1;64;0;8192;8192;8192;8192;3.312120e+01;3.319458e+01
3;1;64;0;8192;8192;8192;8192;3.311188e+01;3.320393e+01






0;1;2;0;256;2048;2048;2048;4.593365e-01;3.739236e+01
1;1;2;0;256;2048;2048;2048;4.602788e-01;3.731581e+01
2;1;2;0;256;2048;2048;2048;4.529762e-01;3.791739e+01
3;1;2;0;256;2048;2048;2048;4.600182e-01;3.733695e+01
0;1;2;0;256;2048;2048;2048;5.895999e-01;2.913107e+01
0;1;2;0;512;2048;2048;2048;4.292792e-01;4.001050e+01
0;1;2;0;1024;2048;2048;2048;5.757344e-01;2.983264e+01
0;1;4;0;256;2048;2048;2048;1.036889e+00;1.656462e+01
0;1;4;0;512;2048;2048;2048;6.697271e-01;2.564578e+01
0;1;4;0;1024;2048;2048;2048;9.626455e-01;1.784216e+01
0;1;2;0;256;2048;2048;2048;1.113849e+00;1.542011e+01
0;1;2;0;512;2048;2048;2048;7.017995e-01;2.447376e+01
0;1;2;0;1024;2048;2048;2048;6.286252e-01;2.732260e+01
0;1;4;0;256;2048;2048;2048;8.337843e-01;2.059966e+01
0;1;4;0;512;2048;2048;2048;5.889087e-01;2.916526e+01
0;1;4;0;1024;2048;2048;2048;7.655224e-01;2.243654e+01
